cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_1113,DELHI_DC_03,WP_C,WRIT_GENERAL,2024,Evidence / Argument,1,103,103,103,SYNTHETIC_AUGMENTED
COHORT_1114,DELHI_DC_03,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,102,102,102,SYNTHETIC_AUGMENTED
COHORT_1115,DELHI_DC_03,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,313,313,313,SYNTHETIC_AUGMENTED
COHORT_1116,DELHI_DC_04,BA,BAIL_GENERAL,2018,Evidence / Argument,1,206,206,206,SYNTHETIC_AUGMENTED
COHORT_1117,DELHI_DC_04,BA,BAIL_GENERAL,2018,Pleadings / Issues,2,113.5,65,65,SYNTHETIC_AUGMENTED
COHORT_1118,DELHI_DC_04,BA,BAIL_GENERAL,2018,Summons / Appearance,1,120,120,120,SYNTHETIC_AUGMENTED
COHORT_1119,DELHI_DC_04,BA,BAIL_GENERAL,2020,Evidence / Argument,6,181.0,190,196,SYNTHETIC_AUGMENTED
COHORT_1120,DELHI_DC_04,BA,BAIL_GENERAL,2020,Filing / Registration,2,14.5,13,13,SYNTHETIC_AUGMENTED
COHORT_1121,DELHI_DC_04,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,105,105,105,SYNTHETIC_AUGMENTED
COHORT_1122,DELHI_DC_04,BA,BAIL_GENERAL,2020,Summons / Appearance,3,78,78,78,SYNTHETIC_AUGMENTED
COHORT_1123,DELHI_DC_04,BA,BAIL_GENERAL,2022,Evidence / Argument,8,200.5,334,376,SYNTHETIC_AUGMENTED
COHORT_1124,DELHI_DC_04,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,3,66,66,66,SYNTHETIC_AUGMENTED
COHORT_1125,DELHI_DC_04,BA,BAIL_GENERAL,2022,Pleadings / Issues,5,71,73,73,SYNTHETIC_AUGMENTED
COHORT_1126,DELHI_DC_04,BA,BAIL_GENERAL,2022,Summons / Appearance,7,69,71,123,SYNTHETIC_AUGMENTED
COHORT_1127,DELHI_DC_04,BA,BAIL_GENERAL,2024,Evidence / Argument,4,183.0,204,204,SYNTHETIC_AUGMENTED
COHORT_1128,DELHI_DC_04,BA,BAIL_GENERAL,2024,Filing / Registration,2,43.5,37,37,SYNTHETIC_AUGMENTED
COHORT_1129,DELHI_DC_04,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,60,60,60,SYNTHETIC_AUGMENTED
COHORT_1130,DELHI_DC_04,BA,BAIL_GENERAL,2024,Pleadings / Issues,7,77,96,143,SYNTHETIC_AUGMENTED
COHORT_1131,DELHI_DC_04,BA,BAIL_GENERAL,2024,Summons / Appearance,3,214,214,214,SYNTHETIC_AUGMENTED
COHORT_1132,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_1133,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Pleadings / Issues,1,81,81,81,SYNTHETIC_AUGMENTED
COHORT_1134,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,3,180,180,180,SYNTHETIC_AUGMENTED
COHORT_1135,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,174,174,174,SYNTHETIC_AUGMENTED
COHORT_1136,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,197,197,197,SYNTHETIC_AUGMENTED
COHORT_1137,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,7,178,194,223,SYNTHETIC_AUGMENTED
COHORT_1138,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,2,148.0,122,122,SYNTHETIC_AUGMENTED
COHORT_1139,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,4,16.0,19,19,SYNTHETIC_AUGMENTED
COHORT_1140,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,2,75.5,50,50,SYNTHETIC_AUGMENTED
COHORT_1141,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,4,180.5,222,222,SYNTHETIC_AUGMENTED
COHORT_1142,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,305,305,305,SYNTHETIC_AUGMENTED
COHORT_1143,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,235.0,183,183,SYNTHETIC_AUGMENTED
COHORT_1144,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,2,48.5,37,37,SYNTHETIC_AUGMENTED
COHORT_1145,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,232,232,232,SYNTHETIC_AUGMENTED
COHORT_1146,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,4,269.5,288,288,SYNTHETIC_AUGMENTED
COHORT_1147,DELHI_DC_04,CS,CPC_GENERAL,2018,Summons / Appearance,2,89.5,14,14,SYNTHETIC_AUGMENTED
COHORT_1148,DELHI_DC_04,CS,CPC_GENERAL,2020,Evidence / Argument,2,422.0,363,363,SYNTHETIC_AUGMENTED
COHORT_1149,DELHI_DC_04,CS,CPC_GENERAL,2020,Filing / Registration,2,17.5,17,17,SYNTHETIC_AUGMENTED
COHORT_1150,DELHI_DC_04,CS,CPC_GENERAL,2020,Final Arguments / Judgment,2,48.5,45,45,SYNTHETIC_AUGMENTED
COHORT_1151,DELHI_DC_04,CS,CPC_GENERAL,2020,Pleadings / Issues,6,111.0,121,282,SYNTHETIC_AUGMENTED
COHORT_1152,DELHI_DC_04,CS,CPC_GENERAL,2020,Summons / Appearance,1,66,66,66,SYNTHETIC_AUGMENTED
COHORT_1153,DELHI_DC_04,CS,CPC_GENERAL,2022,Evidence / Argument,4,173.5,227,227,SYNTHETIC_AUGMENTED
COHORT_1154,DELHI_DC_04,CS,CPC_GENERAL,2022,Filing / Registration,2,16.5,15,15,SYNTHETIC_AUGMENTED
COHORT_1155,DELHI_DC_04,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_1156,DELHI_DC_04,CS,CPC_GENERAL,2022,Pleadings / Issues,7,108,108,117,SYNTHETIC_AUGMENTED
COHORT_1157,DELHI_DC_04,CS,CPC_GENERAL,2022,Summons / Appearance,7,118,167,239,SYNTHETIC_AUGMENTED
COHORT_1158,DELHI_DC_04,CS,CPC_GENERAL,2024,Evidence / Argument,4,282.5,293,293,SYNTHETIC_AUGMENTED
COHORT_1159,DELHI_DC_04,CS,CPC_GENERAL,2024,Filing / Registration,1,10,10,10,SYNTHETIC_AUGMENTED
COHORT_1160,DELHI_DC_04,CS,CPC_GENERAL,2024,Final Arguments / Judgment,1,77,77,77,SYNTHETIC_AUGMENTED
COHORT_1161,DELHI_DC_04,CS,CPC_GENERAL,2024,Pleadings / Issues,2,113.0,102,102,SYNTHETIC_AUGMENTED
COHORT_1162,DELHI_DC_04,CS,CPC_GENERAL,2024,Summons / Appearance,6,81.5,106,173,SYNTHETIC_AUGMENTED
COHORT_1163,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2020,Pleadings / Issues,3,95,95,95,SYNTHETIC_AUGMENTED
COHORT_1164,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,1,221,221,221,SYNTHETIC_AUGMENTED
COHORT_1165,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,87,87,87,SYNTHETIC_AUGMENTED
COHORT_1166,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,2,13.5,8,8,SYNTHETIC_AUGMENTED
COHORT_1167,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,108,108,108,SYNTHETIC_AUGMENTED
COHORT_1168,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2024,Final Arguments / Judgment,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_1169,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,109,109,109,SYNTHETIC_AUGMENTED
COHORT_1170,DELHI_DC_04,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_1171,DELHI_DC_04,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,138,138,138,SYNTHETIC_AUGMENTED
COHORT_1172,DELHI_DC_04,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_1173,DELHI_DC_04,WP_C,WRIT_GENERAL,2020,Evidence / Argument,2,189.0,155,155,SYNTHETIC_AUGMENTED
COHORT_1174,DELHI_DC_04,WP_C,WRIT_GENERAL,2020,Filing / Registration,1,47,47,47,SYNTHETIC_AUGMENTED
COHORT_1175,DELHI_DC_04,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,70,70,70,SYNTHETIC_AUGMENTED
COHORT_1176,DELHI_DC_04,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_1177,DELHI_DC_04,WP_C,WRIT_GENERAL,2022,Evidence / Argument,2,144.5,130,130,SYNTHETIC_AUGMENTED
COHORT_1178,DELHI_DC_04,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,30.0,20,20,SYNTHETIC_AUGMENTED
COHORT_1179,DELHI_DC_04,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,2,70.5,11,11,SYNTHETIC_AUGMENTED
COHORT_1180,DELHI_DC_04,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,5,114,120,120,SYNTHETIC_AUGMENTED
COHORT_1181,DELHI_DC_04,WP_C,WRIT_GENERAL,2022,Summons / Appearance,4,148.5,229,229,SYNTHETIC_AUGMENTED
COHORT_1182,DELHI_DC_04,WP_C,WRIT_GENERAL,2024,Evidence / Argument,1,119,119,119,SYNTHETIC_AUGMENTED
COHORT_1183,DELHI_DC_04,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_1184,DELHI_DC_04,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,1,75,75,75,SYNTHETIC_AUGMENTED
COHORT_1185,DELHI_DC_04,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,128,128,128,SYNTHETIC_AUGMENTED
COHORT_1186,DELHI_DC_04,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,46,46,46,SYNTHETIC_AUGMENTED
COHORT_1187,DELHI_DC_05,BA,BAIL_GENERAL,2018,Evidence / Argument,1,342,342,342,SYNTHETIC_AUGMENTED
COHORT_1188,DELHI_DC_05,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,91,91,91,SYNTHETIC_AUGMENTED
COHORT_1189,DELHI_DC_05,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,96,96,96,SYNTHETIC_AUGMENTED
COHORT_1190,DELHI_DC_05,BA,BAIL_GENERAL,2018,Summons / Appearance,2,38.0,32,32,SYNTHETIC_AUGMENTED
COHORT_1191,DELHI_DC_05,BA,BAIL_GENERAL,2020,Evidence / Argument,6,212.0,239,264,SYNTHETIC_AUGMENTED
COHORT_1192,DELHI_DC_05,BA,BAIL_GENERAL,2020,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_1193,DELHI_DC_05,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,4,96.5,149,149,SYNTHETIC_AUGMENTED
COHORT_1194,DELHI_DC_05,BA,BAIL_GENERAL,2020,Pleadings / Issues,2,174.0,107,107,SYNTHETIC_AUGMENTED
COHORT_1195,DELHI_DC_05,BA,BAIL_GENERAL,2020,Summons / Appearance,3,121,121,121,SYNTHETIC_AUGMENTED
COHORT_1196,DELHI_DC_05,BA,BAIL_GENERAL,2022,Evidence / Argument,2,157.5,122,122,SYNTHETIC_AUGMENTED
COHORT_1197,DELHI_DC_05,BA,BAIL_GENERAL,2022,Filing / Registration,1,7,7,7,SYNTHETIC_AUGMENTED
COHORT_1198,DELHI_DC_05,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,4,57.0,64,64,SYNTHETIC_AUGMENTED
COHORT_1199,DELHI_DC_05,BA,BAIL_GENERAL,2022,Pleadings / Issues,4,103.0,128,128,SYNTHETIC_AUGMENTED
COHORT_1200,DELHI_DC_05,BA,BAIL_GENERAL,2022,Summons / Appearance,7,74,145,233,SYNTHETIC_AUGMENTED
COHORT_1201,DELHI_DC_05,BA,BAIL_GENERAL,2024,Evidence / Argument,1,105,105,105,SYNTHETIC_AUGMENTED
COHORT_1202,DELHI_DC_05,BA,BAIL_GENERAL,2024,Filing / Registration,1,51,51,51,SYNTHETIC_AUGMENTED
COHORT_1203,DELHI_DC_05,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_1204,DELHI_DC_05,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,238,238,238,SYNTHETIC_AUGMENTED
COHORT_1205,DELHI_DC_05,BA,BAIL_GENERAL,2024,Summons / Appearance,2,99.5,99,99,SYNTHETIC_AUGMENTED
COHORT_1206,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Filing / Registration,1,31,31,31,SYNTHETIC_AUGMENTED
COHORT_1207,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_1208,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,423.0,416,416,SYNTHETIC_AUGMENTED
COHORT_1209,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,138,138,138,SYNTHETIC_AUGMENTED
COHORT_1210,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,4,184.0,274,274,SYNTHETIC_AUGMENTED
COHORT_1211,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,4,86.0,94,94,SYNTHETIC_AUGMENTED
COHORT_1212,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,2,30.5,13,13,SYNTHETIC_AUGMENTED
COHORT_1213,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,176,176,176,SYNTHETIC_AUGMENTED
COHORT_1214,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,117,117,117,SYNTHETIC_AUGMENTED
COHORT_1215,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,5,128,261,261,SYNTHETIC_AUGMENTED
COHORT_1216,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,55,55,55,SYNTHETIC_AUGMENTED
COHORT_1217,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,121,121,121,SYNTHETIC_AUGMENTED
COHORT_1218,DELHI_DC_05,CS,CPC_GENERAL,2018,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_1219,DELHI_DC_05,CS,CPC_GENERAL,2020,Evidence / Argument,4,158.5,212,212,SYNTHETIC_AUGMENTED
COHORT_1220,DELHI_DC_05,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,49,49,49,SYNTHETIC_AUGMENTED
COHORT_1221,DELHI_DC_05,CS,CPC_GENERAL,2020,Pleadings / Issues,4,141.5,174,174,SYNTHETIC_AUGMENTED
COHORT_1222,DELHI_DC_05,CS,CPC_GENERAL,2020,Summons / Appearance,2,126.0,63,63,SYNTHETIC_AUGMENTED
COHORT_1223,DELHI_DC_05,CS,CPC_GENERAL,2022,Evidence / Argument,7,113,156,273,SYNTHETIC_AUGMENTED
COHORT_1224,DELHI_DC_05,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_1225,DELHI_DC_05,CS,CPC_GENERAL,2022,Pleadings / Issues,3,114,114,114,SYNTHETIC_AUGMENTED
COHORT_1226,DELHI_DC_05,CS,CPC_GENERAL,2022,Summons / Appearance,8,116.5,189,228,SYNTHETIC_AUGMENTED
COHORT_1227,DELHI_DC_05,CS,CPC_GENERAL,2024,Final Arguments / Judgment,3,29,29,29,SYNTHETIC_AUGMENTED
COHORT_1228,DELHI_DC_05,CS,CPC_GENERAL,2024,Pleadings / Issues,2,133.0,111,111,SYNTHETIC_AUGMENTED
COHORT_1229,DELHI_DC_05,CS,CPC_GENERAL,2024,Summons / Appearance,2,85.5,73,73,SYNTHETIC_AUGMENTED
COHORT_1230,DELHI_DC_05,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,2,168.5,46,46,SYNTHETIC_AUGMENTED
COHORT_1231,DELHI_DC_05,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,172,172,172,SYNTHETIC_AUGMENTED
COHORT_1232,DELHI_DC_05,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,174,174,174,SYNTHETIC_AUGMENTED
COHORT_1233,DELHI_DC_05,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,311,311,311,SYNTHETIC_AUGMENTED
COHORT_1234,DELHI_DC_05,WP_C,WRIT_GENERAL,2018,Pleadings / Issues,1,108,108,108,SYNTHETIC_AUGMENTED
COHORT_1235,DELHI_DC_05,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,224,224,224,SYNTHETIC_AUGMENTED
COHORT_1236,DELHI_DC_05,WP_C,WRIT_GENERAL,2020,Filing / Registration,2,29.5,18,18,SYNTHETIC_AUGMENTED
COHORT_1237,DELHI_DC_05,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,3,77,77,77,SYNTHETIC_AUGMENTED
COHORT_1238,DELHI_DC_05,WP_C,WRIT_GENERAL,2020,Summons / Appearance,2,115.0,104,104,SYNTHETIC_AUGMENTED
COHORT_1239,DELHI_DC_05,WP_C,WRIT_GENERAL,2022,Evidence / Argument,4,290.5,329,329,SYNTHETIC_AUGMENTED
COHORT_1240,DELHI_DC_05,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,3,59,59,59,SYNTHETIC_AUGMENTED
COHORT_1241,DELHI_DC_05,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,2,101.5,80,80,SYNTHETIC_AUGMENTED
COHORT_1242,DELHI_DC_05,WP_C,WRIT_GENERAL,2022,Summons / Appearance,4,78.5,93,93,SYNTHETIC_AUGMENTED
COHORT_1243,DELHI_DC_05,WP_C,WRIT_GENERAL,2024,Evidence / Argument,6,161.0,167,240,SYNTHETIC_AUGMENTED
COHORT_1244,DELHI_DC_05,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,3,65,65,65,SYNTHETIC_AUGMENTED
COHORT_1245,DELHI_DC_05,WP_C,WRIT_GENERAL,2024,Summons / Appearance,3,68,68,68,SYNTHETIC_AUGMENTED
COHORT_1246,GUJARA_DC_01,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_1247,GUJARA_DC_01,BA,BAIL_GENERAL,2020,Evidence / Argument,1,60,60,60,SYNTHETIC_AUGMENTED
COHORT_1248,GUJARA_DC_01,BA,BAIL_GENERAL,2020,Summons / Appearance,2,246.0,113,113,SYNTHETIC_AUGMENTED
COHORT_1249,GUJARA_DC_01,BA,BAIL_GENERAL,2022,Evidence / Argument,1,188,188,188,SYNTHETIC_AUGMENTED
COHORT_1250,GUJARA_DC_01,BA,BAIL_GENERAL,2022,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_1251,GUJARA_DC_01,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,1,87,87,87,SYNTHETIC_AUGMENTED
COHORT_1252,GUJARA_DC_01,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,81.5,58,58,SYNTHETIC_AUGMENTED
COHORT_1253,GUJARA_DC_01,BA,BAIL_GENERAL,2022,Summons / Appearance,2,112.5,55,55,SYNTHETIC_AUGMENTED
COHORT_1254,GUJARA_DC_01,BA,BAIL_GENERAL,2024,Evidence / Argument,1,192,192,192,SYNTHETIC_AUGMENTED
COHORT_1255,GUJARA_DC_01,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,3,200,200,200,SYNTHETIC_AUGMENTED
COHORT_1256,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,63,63,63,SYNTHETIC_AUGMENTED
COHORT_1257,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,483,483,483,SYNTHETIC_AUGMENTED
COHORT_1258,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_1259,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,27,27,27,SYNTHETIC_AUGMENTED
COHORT_1260,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,310,310,310,SYNTHETIC_AUGMENTED
COHORT_1261,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,2,106.5,57,57,SYNTHETIC_AUGMENTED
COHORT_1262,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,115,115,115,SYNTHETIC_AUGMENTED
COHORT_1263,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,93.0,69,69,SYNTHETIC_AUGMENTED
COHORT_1264,GUJARA_DC_01,CS,CPC_GENERAL,2018,Filing / Registration,1,47,47,47,SYNTHETIC_AUGMENTED
COHORT_1265,GUJARA_DC_01,CS,CPC_GENERAL,2018,Pleadings / Issues,1,67,67,67,SYNTHETIC_AUGMENTED
COHORT_1266,GUJARA_DC_01,CS,CPC_GENERAL,2020,Evidence / Argument,1,226,226,226,SYNTHETIC_AUGMENTED
COHORT_1267,GUJARA_DC_01,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,94,94,94,SYNTHETIC_AUGMENTED
COHORT_1268,GUJARA_DC_01,CS,CPC_GENERAL,2020,Pleadings / Issues,1,104,104,104,SYNTHETIC_AUGMENTED
COHORT_1269,GUJARA_DC_01,CS,CPC_GENERAL,2020,Summons / Appearance,1,387,387,387,SYNTHETIC_AUGMENTED
COHORT_1270,GUJARA_DC_01,CS,CPC_GENERAL,2022,Evidence / Argument,6,167.0,168,257,SYNTHETIC_AUGMENTED
COHORT_1271,GUJARA_DC_01,CS,CPC_GENERAL,2022,Pleadings / Issues,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_1272,GUJARA_DC_01,CS,CPC_GENERAL,2024,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_1273,GUJARA_DC_01,CS,CPC_GENERAL,2024,Pleadings / Issues,1,35,35,35,SYNTHETIC_AUGMENTED
COHORT_1274,GUJARA_DC_01,CS,CPC_GENERAL,2024,Summons / Appearance,2,95.0,71,71,SYNTHETIC_AUGMENTED
COHORT_1275,GUJARA_DC_01,MACA,MOTOR_ACCIDENT,2018,Evidence / Argument,1,88,88,88,SYNTHETIC_AUGMENTED
COHORT_1276,GUJARA_DC_01,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,1,142,142,142,SYNTHETIC_AUGMENTED
COHORT_1277,GUJARA_DC_01,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,171,171,171,SYNTHETIC_AUGMENTED
COHORT_1278,GUJARA_DC_01,WP_C,WRIT_GENERAL,2020,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_1279,GUJARA_DC_01,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,181,181,181,SYNTHETIC_AUGMENTED
COHORT_1280,GUJARA_DC_01,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,137,137,137,SYNTHETIC_AUGMENTED
COHORT_1281,GUJARA_DC_01,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,266,266,266,SYNTHETIC_AUGMENTED
COHORT_1282,GUJARA_DC_01,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,12.0,6,6,SYNTHETIC_AUGMENTED
COHORT_1283,GUJARA_DC_01,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,81,81,81,SYNTHETIC_AUGMENTED
COHORT_1284,GUJARA_DC_02,BA,BAIL_GENERAL,2018,Summons / Appearance,2,31.5,25,25,SYNTHETIC_AUGMENTED
COHORT_1285,GUJARA_DC_02,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,1,172,172,172,SYNTHETIC_AUGMENTED
COHORT_1286,GUJARA_DC_02,BA,BAIL_GENERAL,2022,Evidence / Argument,3,88,88,88,SYNTHETIC_AUGMENTED
COHORT_1287,GUJARA_DC_02,BA,BAIL_GENERAL,2022,Filing / Registration,1,21,21,21,SYNTHETIC_AUGMENTED
COHORT_1288,GUJARA_DC_02,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,103.0,101,101,SYNTHETIC_AUGMENTED
COHORT_1289,GUJARA_DC_02,BA,BAIL_GENERAL,2022,Summons / Appearance,3,88,88,88,SYNTHETIC_AUGMENTED
COHORT_1290,GUJARA_DC_02,BA,BAIL_GENERAL,2024,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_1291,GUJARA_DC_02,BA,BAIL_GENERAL,2024,Summons / Appearance,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_1292,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,105,105,105,SYNTHETIC_AUGMENTED
COHORT_1293,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,175,175,175,SYNTHETIC_AUGMENTED
COHORT_1294,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,114,114,114,SYNTHETIC_AUGMENTED
COHORT_1295,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_1296,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,39,39,39,SYNTHETIC_AUGMENTED
COHORT_1297,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,2,94.5,65,65,SYNTHETIC_AUGMENTED
COHORT_1298,GUJARA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,70,70,70,SYNTHETIC_AUGMENTED
COHORT_1299,GUJARA_DC_02,CS,CPC_GENERAL,2018,Pleadings / Issues,1,168,168,168,SYNTHETIC_AUGMENTED
COHORT_1300,GUJARA_DC_02,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,59,59,59,SYNTHETIC_AUGMENTED
COHORT_1301,GUJARA_DC_02,CS,CPC_GENERAL,2020,Summons / Appearance,1,62,62,62,SYNTHETIC_AUGMENTED
COHORT_1302,GUJARA_DC_02,CS,CPC_GENERAL,2022,Evidence / Argument,1,385,385,385,SYNTHETIC_AUGMENTED
COHORT_1303,GUJARA_DC_02,CS,CPC_GENERAL,2022,Pleadings / Issues,5,116,119,119,SYNTHETIC_AUGMENTED
COHORT_1304,GUJARA_DC_02,CS,CPC_GENERAL,2024,Final Arguments / Judgment,1,62,62,62,SYNTHETIC_AUGMENTED
