synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/OT/BA/2024/002617,Gujarat,Thane,GUJARA_DC_03,BA,BAIL_GENERAL,district,2024-06-05,2024-06-17,2024-06-17,2024,2024,802,Pending,Summons / Appearance,2026-03-02,2024-07-12,2026-09-29,SYN-BENCH-04,167,256,0,0,1,1.55,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/002617"",""court_establishment"":""GUJARA_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-06-05"",""stage_entered_at"":""2026-03-02"",""days_in_current_stage"":167,""cohort_median_days_in_stage"":108.0,""stage_deviation_ratio"":1.55,""days_since_substantive_event"":256,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.6,""component_scores"":{""structural_deviation"":31.0,""inactivity"":85.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 167 days (1.55x cohort median of 108d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/UP/CS/2019/002618,Uttar Pradesh,Lucknow,UTTAR__DC_03,CS,CPC_GENERAL,district,2019-06-15,2019-06-22,2019-06-22,2019,2018,2619,Pending,Summons / Appearance,2026-03-14,2019-08-04,2026-11-13,SYN-BENCH-07,155,302,6,6,1,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,61.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2019/002618"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2019-06-15"",""stage_entered_at"":""2026-03-14"",""days_in_current_stage"":155,""cohort_median_days_in_stage"":155,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":302,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":61.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":100.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 155 days (1.0x cohort median of 155d). Summons was issued with no return of service recorded over 155 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/UP/BA/2021/002619,Uttar Pradesh,Bhopal,UTTAR__DC_03,BA,BAIL_GENERAL,district,2021-09-23,2021-09-25,2021-09-25,2021,2020,1788,Pending,Summons / Appearance,2026-05-11,2021-10-05,2026-09-03,SYN-BENCH-03,97,19,0,0,0,0.93,7,,UNKNOWN,LOW,LOW,0,7.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/BA/2021/002619"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-09-23"",""stage_entered_at"":""2026-05-11"",""days_in_current_stage"":97,""cohort_median_days_in_stage"":104,""stage_deviation_ratio"":0.93,""days_since_substantive_event"":19,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.2,""component_scores"":{""structural_deviation"":18.6,""inactivity"":6.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 97 days (0.93x cohort median of 104d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2022/002620,Tamil Nadu,Kolkata,TAMIL__DC_05,BA,BAIL_GENERAL,district,2022-11-10,2022-11-22,2022-11-22,2022,2022,1375,Pending,Evidence / Argument,2026-04-15,2023-01-03,2026-10-16,SYN-BENCH-03,123,24,0,0,1,0.81,4,,UNKNOWN,LOW,LOW,0,6.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/002620"",""court_establishment"":""TAMIL__DC_05"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-11-10"",""stage_entered_at"":""2026-04-15"",""days_in_current_stage"":123,""cohort_median_days_in_stage"":152.0,""stage_deviation_ratio"":0.81,""days_since_substantive_event"":24,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.9,""component_scores"":{""structural_deviation"":16.2,""inactivity"":8.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 123 days (0.81x cohort median of 152d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/CS/2022/002621,Maharashtra,Lucknow,MAHARA_DC_05,CS,CPC_GENERAL,district,2022-09-28,2022-10-13,2022-10-13,2022,2022,1418,Pending,Summons / Appearance,2026-07-17,2022-12-04,2026-11-04,SYN-BENCH-06,30,14,0,0,1,0.5,12,,UNKNOWN,LOW,LOW,0,4.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/CS/2022/002621"",""court_establishment"":""MAHARA_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-09-28"",""stage_entered_at"":""2026-07-17"",""days_in_current_stage"":30,""cohort_median_days_in_stage"":60.0,""stage_deviation_ratio"":0.5,""days_since_substantive_event"":14,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":12,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.2,""component_scores"":{""structural_deviation"":10.0,""inactivity"":4.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 30 days (0.5x cohort median of 60d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2023/002622,Telangana,Kolkata,TELANG_DC_02,BA,BAIL_GENERAL,district,2023-10-28,2023-11-06,2023-11-06,2023,2022,1023,Pending,Summons / Appearance,2026-07-22,2023-12-14,2026-10-16,SYN-BENCH-12,25,29,0,0,1,0.34,5,,UNKNOWN,LOW,LOW,0,4.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2023/002622"",""court_establishment"":""TELANG_DC_02"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-10-28"",""stage_entered_at"":""2026-07-22"",""days_in_current_stage"":25,""cohort_median_days_in_stage"":73,""stage_deviation_ratio"":0.34,""days_since_substantive_event"":29,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.5,""component_scores"":{""structural_deviation"":6.8,""inactivity"":9.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 25 days (0.34x cohort median of 73d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/BA/2018/002623,Kerala,Guntur,KERALA_DC_05,BA,BAIL_GENERAL,district,2018-05-16,2018-05-25,2018-05-25,2018,2018,3014,Pending,Evidence / Argument,2026-01-13,2018-07-02,2026-11-09,SYN-BENCH-03,215,32,0,0,1,0.6,2,,UNKNOWN,LOW,LOW,0,6.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/BA/2018/002623"",""court_establishment"":""KERALA_DC_05"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2018-05-16"",""stage_entered_at"":""2026-01-13"",""days_in_current_stage"":215,""cohort_median_days_in_stage"":358.5,""stage_deviation_ratio"":0.6,""days_since_substantive_event"":32,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.3,""component_scores"":{""structural_deviation"":12.0,""inactivity"":10.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 215 days (0.6x cohort median of 358d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/CS/2023/002624,Andhra Pradesh,Varanasi,ANDHRA_DC_04,CS,CPC_GENERAL,district,2023-07-31,2023-08-03,2023-08-03,2023,2022,1112,Pending,Pleadings / Issues,2026-05-04,2023-08-28,2026-09-05,SYN-BENCH-02,104,30,0,0,0,1.0,12,,UNKNOWN,LOW,LOW,0,8.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CS/2023/002624"",""court_establishment"":""ANDHRA_DC_04"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-07-31"",""stage_entered_at"":""2026-05-04"",""days_in_current_stage"":104,""cohort_median_days_in_stage"":104.5,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":30,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":12,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.5,""component_scores"":{""structural_deviation"":20.0,""inactivity"":10.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 104 days (1.0x cohort median of 104d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/BA/2024/002625,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,BA,BAIL_GENERAL,district,2024-06-07,2024-06-11,2024-06-11,2024,2024,800,Pending,Evidence / Argument,2026-03-05,2024-07-17,2026-09-20,SYN-BENCH-11,164,49,0,0,0,1.49,4,,UNKNOWN,LOW,LOW,0,13.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/BA/2024/002625"",""court_establishment"":""UTTAR__DC_04"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-06-07"",""stage_entered_at"":""2026-03-05"",""days_in_current_stage"":164,""cohort_median_days_in_stage"":110.0,""stage_deviation_ratio"":1.49,""days_since_substantive_event"":49,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":13.0,""component_scores"":{""structural_deviation"":29.8,""inactivity"":16.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 164 days (1.49x cohort median of 110d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/CS/2024/002626,Delhi,Bhopal,DELHI_DC_04,CS,CPC_GENERAL,district,2024-07-07,2024-07-14,2024-07-14,2024,2024,770,Pending,Summons / Appearance,2026-06-20,2024-07-21,2026-09-30,SYN-BENCH-06,57,39,0,0,0,0.7,6,,UNKNOWN,LOW,LOW,0,7.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CS/2024/002626"",""court_establishment"":""DELHI_DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-07-07"",""stage_entered_at"":""2026-06-20"",""days_in_current_stage"":57,""cohort_median_days_in_stage"":81.5,""stage_deviation_ratio"":0.7,""days_since_substantive_event"":39,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":6,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.4,""component_scores"":{""structural_deviation"":14.0,""inactivity"":13.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 57 days (0.7x cohort median of 82d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2024/002627,Assam,Kolkata,ASSAM_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024-11-19,2024-11-19,2024-11-19,2024,2024,635,Pending,Pleadings / Issues,2026-05-28,2024-12-09,2026-09-05,SYN-BENCH-04,80,0,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2024/002627"",""court_establishment"":""ASSAM_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-11-19"",""stage_entered_at"":""2026-05-28"",""days_in_current_stage"":80,""cohort_median_days_in_stage"":80,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":0,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":0.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 80 days (1.0x cohort median of 80d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2023/002628,West Bengal,Jaipur,WEST_B_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023-02-11,2023-02-22,2023-02-22,2023,2022,1282,Pending,Final Arguments / Judgment,2026-06-08,2023-03-20,2026-11-13,SYN-BENCH-12,69,14,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2023/002628"",""court_establishment"":""WEST_B_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2023-02-11"",""stage_entered_at"":""2026-06-08"",""days_in_current_stage"":69,""cohort_median_days_in_stage"":69,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":14,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":4.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 69 days (1.0x cohort median of 69d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/BA/2024/002629,Andhra Pradesh,Thane,ANDHRA_DC_05,BA,BAIL_GENERAL,district,2024-10-21,2024-10-27,2024-10-27,2024,2024,664,Pending,Summons / Appearance,2025-10-19,2024-11-04,2026-10-19,SYN-BENCH-12,301,225,5,5,1,3.58,3,,SUMMONS_DELAY,HIGH,LOW,1,70.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/BA/2024/002629"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-10-21"",""stage_entered_at"":""2025-10-19"",""days_in_current_stage"":301,""cohort_median_days_in_stage"":84,""stage_deviation_ratio"":3.58,""days_since_substantive_event"":225,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":70.2,""component_scores"":{""structural_deviation"":71.6,""inactivity"":75.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 301 days (3.58x cohort median of 84d). Summons was issued with no return of service recorded over 301 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/AP/CS/2022/002630,Andhra Pradesh,Bhopal,ANDHRA_DC_03,CS,CPC_GENERAL,district,2022-01-29,2022-02-03,2022-02-03,2022,2022,1660,Pending,Evidence / Argument,2025-07-25,2022-03-17,2026-11-10,SYN-BENCH-10,387,268,4,4,0,2.45,3,,WITNESS_DELAY,MEDIUM,LOW,1,55.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CS/2022/002630"",""court_establishment"":""ANDHRA_DC_03"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-01-29"",""stage_entered_at"":""2025-07-25"",""days_in_current_stage"":387,""cohort_median_days_in_stage"":158,""stage_deviation_ratio"":2.45,""days_since_substantive_event"":268,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""WITNESS_DELAY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":55.0,""component_scores"":{""structural_deviation"":49.0,""inactivity"":89.33,""age_deviation"":0,""adjournment"":80.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 387 days (2.45x cohort median of 158d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/MH/BA/2020/002631,Maharashtra,Jaipur,MAHARA_DC_05,BA,BAIL_GENERAL,district,2020-12-26,2021-01-06,2021-01-06,2020,2020,2059,Pending,Evidence / Argument,2025-09-14,2021-02-18,2026-09-10,SYN-BENCH-09,336,214,1,1,0,1.94,8,,WITNESS_DELAY,MEDIUM,LOW,1,41.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2020/002631"",""court_establishment"":""MAHARA_DC_05"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-12-26"",""stage_entered_at"":""2025-09-14"",""days_in_current_stage"":336,""cohort_median_days_in_stage"":173.0,""stage_deviation_ratio"":1.94,""days_since_substantive_event"":214,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":0,""cohort_size"":8,""cohort_age_percentile"":null,""bottleneck_type"":""WITNESS_DELAY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":41.5,""component_scores"":{""structural_deviation"":38.8,""inactivity"":71.33,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 336 days (1.94x cohort median of 173d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
