synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/OT/BA/2021/002061,Haryana,Kolkata,HARYAN_DC_01,BA,district,2021,2003,Summons / Appearance,6,1,1
SYN/AP/BA/2023/002062,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_05,BA,district,2023,1094,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2021/002063,Karnataka,Bhopal,KARNAT_DC_02,CRL_A,district,2021,1720,Pleadings / Issues,0,2,1
SYN/UP/BA/2023/002064,Uttar Pradesh,Kochi,UTTAR__DC_05,BA,district,2023,1300,Pleadings / Issues,0,1,1
SYN/OT/CS/2018/002065,Gujarat,Vijayawada,GUJARA_DC_05,CS,district,2018,3126,Filing / Registration,1,3,1
SYN/MH/BA/2023/002066,Maharashtra,Thane,MAHARA_DC_04,BA,district,2023,1168,Evidence / Argument,3,0,0
SYN/DL/CS/2023/002067,Delhi,Jaipur,DELHI_DC_05,CS,district,2023,1078,Evidence / Argument,1,0,0
SYN/OT/MACA/2023/002068,Karnataka,Varanasi,KARNAT_DC_04,MACA,district,2023,1150,Evidence / Argument,3,1,1
SYN/OT/BA/2023/002069,Madhya Pradesh,Bhopal,MADHYA_DC_03,BA,district,2023,1052,Pleadings / Issues,1,1,1
SYN/UP/CS/2023/002070,Uttar Pradesh,Pune,UTTAR__DC_05,CS,district,2023,968,Summons / Appearance,3,0,0
SYN/OT/BA/2024/002071,Punjab,Kochi,PUNJAB_DC_05,BA,district,2024,865,Pleadings / Issues,1,0,1
SYN/OT/BA/2023/002072,Tamil Nadu,Thiruvananthapuram,TAMIL__DC_03,BA,district,2023,1052,Final Arguments / Judgment,2,1,1
SYN/OT/BA/2024/002073,Bihar,Guntur,BIHAR_DC_05,BA,district,2024,728,Summons / Appearance,0,0,0
SYN/OT/MACA/2023/002074,Gujarat,Varanasi,GUJARA_DC_04,MACA,district,2023,1308,Summons / Appearance,0,0,0
SYN/OT/BA/2024/002075,Punjab,Delhi,PUNJAB_DC_04,BA,district,2024,956,Filing / Registration,0,3,1
SYN/UP/WP_C/2023/002076,Uttar Pradesh,Varanasi,UTTAR__DC_02,WP_C,district,2023,1111,Evidence / Argument,2,1,1
SYN/MH/MACA/2023/002077,Maharashtra,Thiruvananthapuram,MAHARA_DC_03,MACA,district,2023,1219,Final Arguments / Judgment,2,2,1
SYN/MH/BA/2019/002078,Maharashtra,Thiruvananthapuram,MAHARA_DC_02,BA,district,2019,2462,Final Arguments / Judgment,2,1,1
SYN/DL/CS/2022/002079,Delhi,Kolkata,DELHI_DC_04,CS,district,2022,1526,Pleadings / Issues,2,0,0
SYN/OT/WP_C/2023/002080,Jharkhand,Guntur,JHARKH_DC_01,WP_C,district,2023,968,Filing / Registration,1,1,0
SYN/AP/BA/2018/002081,Andhra Pradesh,Kolkata,ANDHRA_DC_02,BA,district,2018,2904,Summons / Appearance,6,2,1
SYN/UP/CRL_A/2023/002082,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,CRL_A,district,2023,1127,Pleadings / Issues,1,0,0
SYN/DL/CS/2024/002083,Delhi,Vijayawada,DELHI_DC_04,CS,district,2024,596,Evidence / Argument,1,4,1
SYN/KL/WP_C/2022/002084,Kerala,Guntur,KERALA_DC_02,WP_C,district,2022,1686,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2022/002085,Punjab,Vijayawada,PUNJAB_DC_02,CRL_A,district,2022,1598,Summons / Appearance,5,2,1
SYN/OT/BA/2018/002086,Chhattisgarh,Pune,CHHATT_DC_01,BA,district,2018,2786,Summons / Appearance,0,0,0
SYN/OT/BA/2019/002087,Chhattisgarh,Bhopal,CHHATT_DC_03,BA,district,2019,2718,Summons / Appearance,0,0,0
SYN/UP/CRL_A/2024/002088,Uttar Pradesh,Pune,UTTAR__DC_04,CRL_A,district,2024,641,Summons / Appearance,6,3,1
SYN/OT/WP_C/2024/002089,Odisha,Jaipur,ODISHA_DC_01,WP_C,district,2024,914,Evidence / Argument,1,0,0
SYN/OT/CS/2023/002090,Odisha,Thane,ODISHA_DC_05,CS,district,2023,1206,Pleadings / Issues,4,0,0
SYN/OT/BA/2024/002091,Telangana,Bhopal,TELANG_DC_04,BA,district,2024,760,Summons / Appearance,3,1,1
SYN/UP/CS/2024/002092,Uttar Pradesh,Jaipur,UTTAR__DC_05,CS,district,2024,633,Summons / Appearance,6,3,1
SYN/OT/MACA/2023/002093,Assam,Kochi,ASSAM_DC_05,MACA,district,2023,1220,Pleadings / Issues,0,0,0
SYN/OT/WP_C/2023/002094,Chhattisgarh,Pune,CHHATT_DC_03,WP_C,district,2023,987,Final Arguments / Judgment,5,0,0
SYN/OT/CS/2022/002095,Chhattisgarh,Jaipur,CHHATT_DC_03,CS,district,2022,1679,Pleadings / Issues,3,0,1
SYN/OT/BA/2019/002096,Rajasthan,Delhi,RAJAST_DC_01,BA,district,2019,2647,Summons / Appearance,2,2,1
SYN/KL/CRL_A/2020/002097,Kerala,Vijayawada,KERALA_DC_03,CRL_A,district,2020,2331,Summons / Appearance,1,0,0
SYN/DL/CS/2021/002098,Delhi,Kolkata,DELHI_DC_03,CS,district,2021,2020,Evidence / Argument,1,1,0
SYN/OT/CS/2024/002099,Jharkhand,Kolkata,JHARKH_DC_02,CS,district,2024,786,Final Arguments / Judgment,2,0,1
SYN/AP/CRL_A/2024/002100,Andhra Pradesh,Bhopal,ANDHRA_DC_02,CRL_A,district,2024,668,Evidence / Argument,2,2,1
SYN/DL/MACA/2023/002101,Delhi,Pune,DELHI_DC_01,MACA,district,2023,974,Pleadings / Issues,3,1,0
SYN/UP/BA/2019/002102,Uttar Pradesh,Guntur,UTTAR__DC_02,BA,district,2019,2425,Summons / Appearance,3,0,0
SYN/MH/CS/2024/002103,Maharashtra,Pune,MAHARA_DC_03,CS,district,2024,619,Final Arguments / Judgment,1,0,0
SYN/OT/BA/2022/002104,Jharkhand,Jaipur,JHARKH_DC_02,BA,district,2022,1605,Pleadings / Issues,0,3,1
SYN/UP/CRL_A/2024/002105,Uttar Pradesh,Lucknow,UTTAR__DC_03,CRL_A,district,2024,625,Evidence / Argument,1,0,1
SYN/KL/BA/2021/002106,Kerala,Thiruvananthapuram,KERALA_DC_02,BA,district,2021,1920,Summons / Appearance,1,2,1
SYN/OT/CS/2023/002107,West Bengal,Kochi,WEST_B_DC_05,CS,district,2023,1097,Evidence / Argument,1,0,0
SYN/MH/WP_C/2024/002108,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,WP_C,district,2024,899,Summons / Appearance,3,1,0
SYN/MH/WP_C/2020/002109,Maharashtra,Guntur,MAHARA_DC_01,WP_C,district,2020,2366,Final Arguments / Judgment,1,1,1
SYN/OT/BA/2023/002110,Chhattisgarh,Kochi,CHHATT_DC_01,BA,district,2023,1185,Summons / Appearance,4,1,0
SYN/OT/WP_C/2024/002111,Tamil Nadu,Kochi,TAMIL__DC_03,WP_C,district,2024,913,Filing / Registration,2,1,0
SYN/OT/CRL_A/2024/002112,Telangana,Pune,TELANG_DC_04,CRL_A,district,2024,778,Pleadings / Issues,2,0,0
SYN/OT/BA/2024/002113,Haryana,Varanasi,HARYAN_DC_02,BA,district,2024,706,Summons / Appearance,1,0,0
SYN/AP/CS/2023/002114,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,CS,district,2023,1298,Summons / Appearance,1,1,0
SYN/OT/WP_C/2024/002115,Punjab,Vijayawada,PUNJAB_DC_04,WP_C,district,2024,779,Evidence / Argument,2,0,0
SYN/DL/BA/2021/002116,Delhi,Thane,DELHI_DC_05,BA,district,2021,1864,Evidence / Argument,3,0,0
SYN/OT/CRL_A/2021/002117,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_02,CRL_A,district,2021,1740,Pleadings / Issues,1,2,1
SYN/OT/CS/2021/002118,Bihar,Kochi,BIHAR_DC_01,CS,district,2021,1799,Filing / Registration,2,1,1
SYN/MH/MACA/2024/002119,Maharashtra,Pune,MAHARA_DC_04,MACA,district,2024,735,Final Arguments / Judgment,0,1,0
SYN/OT/CRL_A/2023/002120,Tamil Nadu,Guntur,TAMIL__DC_04,CRL_A,district,2023,1260,Pleadings / Issues,1,0,1
SYN/KL/CRL_A/2024/002121,Kerala,Kolkata,KERALA_DC_04,CRL_A,district,2024,898,Evidence / Argument,2,1,1
SYN/OT/CRL_A/2022/002122,West Bengal,Kochi,WEST_B_DC_03,CRL_A,district,2022,1470,Evidence / Argument,1,0,0
SYN/OT/CS/2023/002123,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_01,CS,district,2023,1083,Filing / Registration,1,0,0
SYN/OT/WP_C/2023/002124,Madhya Pradesh,Pune,MADHYA_DC_01,WP_C,district,2023,1227,Summons / Appearance,1,1,1
SYN/OT/BA/2023/002125,Karnataka,Vijayawada,KARNAT_DC_02,BA,district,2023,982,Pleadings / Issues,3,2,1
SYN/OT/CRL_A/2020/002126,Jharkhand,Kochi,JHARKH_DC_01,CRL_A,district,2020,2109,Filing / Registration,1,0,0
SYN/OT/BA/2021/002127,Chhattisgarh,Guntur,CHHATT_DC_01,BA,district,2021,1904,Pleadings / Issues,0,0,0
SYN/OT/CRL_A/2024/002128,Karnataka,Varanasi,KARNAT_DC_03,CRL_A,district,2024,678,Final Arguments / Judgment,2,2,1
SYN/UP/CRL_A/2023/002129,Uttar Pradesh,Jaipur,UTTAR__DC_03,CRL_A,district,2023,1152,Summons / Appearance,0,1,0
SYN/OT/CRL_A/2021/002130,Bihar,Vijayawada,BIHAR_DC_03,CRL_A,district,2021,1772,Filing / Registration,2,0,0
SYN/UP/CS/2020/002131,Uttar Pradesh,Jaipur,UTTAR__DC_01,CS,district,2020,2074,Summons / Appearance,3,0,1
SYN/KL/MACA/2022/002132,Kerala,Thane,KERALA_DC_01,MACA,district,2022,1628,Summons / Appearance,0,0,0
SYN/MH/CRL_A/2024/002133,Maharashtra,Lucknow,MAHARA_DC_05,CRL_A,district,2024,807,Pleadings / Issues,1,0,0
SYN/DL/BA/2022/002134,Delhi,Kochi,DELHI_DC_05,BA,district,2022,1455,Summons / Appearance,6,2,1
SYN/KL/BA/2022/002135,Kerala,Vijayawada,KERALA_DC_03,BA,district,2022,1617,Summons / Appearance,1,0,0
SYN/MH/WP_C/2024/002136,Maharashtra,Kochi,MAHARA_DC_01,WP_C,district,2024,910,Summons / Appearance,4,0,1
SYN/AP/WP_C/2023/002137,Andhra Pradesh,Pune,ANDHRA_DC_02,WP_C,district,2023,1226,Summons / Appearance,3,0,0
SYN/MH/CS/2024/002138,Maharashtra,Bhopal,MAHARA_DC_01,CS,district,2024,676,Summons / Appearance,5,2,1
SYN/OT/CS/2024/002139,Punjab,Delhi,PUNJAB_DC_05,CS,district,2024,743,Pleadings / Issues,3,1,0
SYN/OT/CS/2019/002140,Chhattisgarh,Varanasi,CHHATT_DC_02,CS,district,2019,2600,Evidence / Argument,2,0,0
SYN/MH/BA/2023/002141,Maharashtra,Bhopal,MAHARA_DC_02,BA,district,2023,1100,Pleadings / Issues,3,1,0
SYN/MH/BA/2022/002142,Maharashtra,Thane,MAHARA_DC_04,BA,district,2022,1338,Pleadings / Issues,0,0,1
SYN/MH/BA/2024/002143,Maharashtra,Jaipur,MAHARA_DC_04,BA,district,2024,853,Evidence / Argument,3,0,1
SYN/OT/CS/2020/002144,Rajasthan,Jaipur,RAJAST_DC_04,CS,district,2020,2368,Summons / Appearance,3,3,1
SYN/OT/WP_C/2024/002145,Telangana,Thiruvananthapuram,TELANG_DC_01,WP_C,district,2024,812,Filing / Registration,3,0,0
SYN/DL/BA/2022/002146,Delhi,Delhi,DELHI_DC_01,BA,district,2022,1471,Summons / Appearance,3,1,1
SYN/OT/BA/2023/002147,Chhattisgarh,Delhi,CHHATT_DC_01,BA,district,2023,1109,Final Arguments / Judgment,3,3,1
SYN/KL/BA/2021/002148,Kerala,Kochi,KERALA_DC_02,BA,district,2021,1897,Final Arguments / Judgment,1,1,1
SYN/KL/CRL_A/2023/002149,Kerala,Kolkata,KERALA_DC_05,CRL_A,district,2023,1098,Summons / Appearance,6,1,1
SYN/DL/BA/2024/002150,Delhi,Kochi,DELHI_DC_04,BA,district,2024,628,Pleadings / Issues,1,0,0
SYN/UP/BA/2021/002151,Uttar Pradesh,Bhopal,UTTAR__DC_04,BA,district,2021,1978,Evidence / Argument,0,1,0
SYN/MH/CS/2021/002152,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,CS,district,2021,2025,Evidence / Argument,2,2,1
SYN/OT/CRL_A/2024/002153,Jharkhand,Kolkata,JHARKH_DC_05,CRL_A,district,2024,937,Evidence / Argument,3,1,0
SYN/AP/BA/2022/002154,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_04,BA,district,2022,1362,Pleadings / Issues,2,2,1
SYN/MH/MACA/2022/002155,Maharashtra,Thiruvananthapuram,MAHARA_DC_05,MACA,district,2022,1488,Evidence / Argument,4,0,0
SYN/OT/WP_C/2024/002156,Haryana,Guntur,HARYAN_DC_03,WP_C,district,2024,850,Filing / Registration,0,0,0
SYN/KL/BA/2024/002157,Kerala,Thane,KERALA_DC_04,BA,district,2024,812,Filing / Registration,1,0,0
SYN/UP/WP_C/2024/002158,Uttar Pradesh,Thane,UTTAR__DC_02,WP_C,district,2024,817,Evidence / Argument,1,1,0
SYN/OT/BA/2020/002159,West Bengal,Kochi,WEST_B_DC_03,BA,district,2020,2194,Summons / Appearance,1,0,0
SYN/OT/CS/2024/002160,Haryana,Bhopal,HARYAN_DC_03,CS,district,2024,838,Summons / Appearance,2,0,0
SYN/AP/CS/2021/002161,Andhra Pradesh,Bhopal,ANDHRA_DC_04,CS,district,2021,2019,Evidence / Argument,0,1,0
SYN/OT/MACA/2021/002162,Karnataka,Delhi,KARNAT_DC_02,MACA,district,2021,1852,Filing / Registration,3,0,1
SYN/UP/BA/2023/002163,Uttar Pradesh,Guntur,UTTAR__DC_05,BA,district,2023,1042,Pleadings / Issues,0,0,0
SYN/OT/WP_C/2023/002164,West Bengal,Pune,WEST_B_DC_01,WP_C,district,2023,1243,Final Arguments / Judgment,1,3,1
SYN/OT/MACA/2023/002165,Madhya Pradesh,Pune,MADHYA_DC_01,MACA,district,2023,964,Summons / Appearance,3,1,1
SYN/OT/CS/2022/002166,Odisha,Guntur,ODISHA_DC_04,CS,district,2022,1477,Evidence / Argument,1,1,1
SYN/MH/WP_C/2023/002167,Maharashtra,Bhopal,MAHARA_DC_01,WP_C,district,2023,1312,Summons / Appearance,3,1,1
SYN/MH/MACA/2021/002168,Maharashtra,Kochi,MAHARA_DC_01,MACA,district,2021,1910,Final Arguments / Judgment,0,0,1
SYN/OT/WP_C/2021/002169,Haryana,Kolkata,HARYAN_DC_02,WP_C,district,2021,1693,Summons / Appearance,5,1,1
SYN/AP/WP_C/2021/002170,Andhra Pradesh,Bhopal,ANDHRA_DC_02,WP_C,district,2021,1750,Pleadings / Issues,4,0,0
SYN/AP/CS/2023/002171,Andhra Pradesh,Thane,ANDHRA_DC_04,CS,district,2023,1016,Evidence / Argument,2,4,1
SYN/DL/CS/2023/002172,Delhi,Thane,DELHI_DC_04,CS,district,2023,1236,Summons / Appearance,4,0,1
SYN/OT/WP_C/2024/002173,Punjab,Pune,PUNJAB_DC_05,WP_C,district,2024,645,Summons / Appearance,3,0,0
SYN/OT/BA/2022/002174,West Bengal,Vijayawada,WEST_B_DC_04,BA,district,2022,1325,Summons / Appearance,0,1,0
SYN/KL/CS/2023/002175,Kerala,Jaipur,KERALA_DC_04,CS,district,2023,968,Final Arguments / Judgment,2,1,0
SYN/KL/BA/2019/002176,Kerala,Vijayawada,KERALA_DC_02,BA,district,2019,2479,Evidence / Argument,0,0,0
SYN/OT/WP_C/2024/002177,Assam,Jaipur,ASSAM_DC_04,WP_C,district,2024,864,Evidence / Argument,2,0,0
SYN/OT/CRL_A/2024/002178,Punjab,Guntur,PUNJAB_DC_03,CRL_A,district,2024,747,Pleadings / Issues,1,0,1
SYN/MH/CS/2024/002179,Maharashtra,Pune,MAHARA_DC_02,CS,district,2024,745,Evidence / Argument,2,0,0
SYN/DL/BA/2023/002180,Delhi,Bhopal,DELHI_DC_01,BA,district,2023,1024,Filing / Registration,2,0,0
SYN/MH/BA/2018/002181,Maharashtra,Thane,MAHARA_DC_01,BA,district,2018,2942,Evidence / Argument,2,0,0
SYN/OT/CS/2022/002182,Haryana,Thiruvananthapuram,HARYAN_DC_04,CS,district,2022,1660,Summons / Appearance,6,0,1
SYN/MH/CRL_A/2023/002183,Maharashtra,Kochi,MAHARA_DC_05,CRL_A,district,2023,1296,Final Arguments / Judgment,0,0,0
SYN/MH/MACA/2021/002184,Maharashtra,Lucknow,MAHARA_DC_03,MACA,district,2021,1948,Filing / Registration,2,0,0
SYN/OT/BA/2022/002185,Chhattisgarh,Guntur,CHHATT_DC_01,BA,district,2022,1544,Pleadings / Issues,1,0,0
SYN/OT/BA/2024/002186,Karnataka,Thane,KARNAT_DC_04,BA,district,2024,717,Final Arguments / Judgment,3,0,0
SYN/MH/CS/2020/002187,Maharashtra,Thane,MAHARA_DC_01,CS,district,2020,2056,Summons / Appearance,3,1,1
SYN/UP/CS/2023/002188,Uttar Pradesh,Pune,UTTAR__DC_05,CS,district,2023,1056,Final Arguments / Judgment,2,0,0
SYN/UP/BA/2024/002189,Uttar Pradesh,Lucknow,UTTAR__DC_01,BA,district,2024,712,Evidence / Argument,4,0,0
SYN/OT/CS/2020/002190,Assam,Thiruvananthapuram,ASSAM_DC_04,CS,district,2020,2285,Summons / Appearance,4,0,1
SYN/OT/BA/2023/002191,Madhya Pradesh,Pune,MADHYA_DC_01,BA,district,2023,1092,Summons / Appearance,1,3,1
SYN/OT/BA/2023/002192,Gujarat,Delhi,GUJARA_DC_02,BA,district,2023,991,Summons / Appearance,3,1,1
SYN/OT/BA/2022/002193,Chhattisgarh,Vijayawada,CHHATT_DC_05,BA,district,2022,1397,Summons / Appearance,0,1,1
SYN/KL/BA/2021/002194,Kerala,Lucknow,KERALA_DC_04,BA,district,2021,2043,Summons / Appearance,3,0,0
SYN/KL/MACA/2022/002195,Kerala,Bhopal,KERALA_DC_05,MACA,district,2022,1507,Filing / Registration,5,0,0
SYN/OT/CS/2024/002196,Madhya Pradesh,Kolkata,MADHYA_DC_04,CS,district,2024,630,Summons / Appearance,1,0,0
SYN/KL/CRL_A/2022/002197,Kerala,Pune,KERALA_DC_02,CRL_A,district,2022,1507,Evidence / Argument,0,1,0
SYN/UP/CS/2020/002198,Uttar Pradesh,Jaipur,UTTAR__DC_01,CS,district,2020,2374,Final Arguments / Judgment,4,0,0
SYN/UP/BA/2019/002199,Uttar Pradesh,Varanasi,UTTAR__DC_04,BA,district,2019,2615,Pleadings / Issues,2,4,1
SYN/OT/CS/2024/002200,Chhattisgarh,Delhi,CHHATT_DC_05,CS,district,2024,805,Summons / Appearance,3,1,1
SYN/OT/BA/2022/002201,Jharkhand,Jaipur,JHARKH_DC_05,BA,district,2022,1339,Pleadings / Issues,0,0,0
SYN/AP/BA/2024/002202,Andhra Pradesh,Kolkata,ANDHRA_DC_02,BA,district,2024,661,Summons / Appearance,1,0,0
SYN/KL/WP_C/2022/002203,Kerala,Thane,KERALA_DC_05,WP_C,district,2022,1380,Summons / Appearance,5,0,1
SYN/OT/WP_C/2020/002204,Punjab,Guntur,PUNJAB_DC_02,WP_C,district,2020,2360,Final Arguments / Judgment,2,0,0
SYN/MH/CRL_A/2020/002205,Maharashtra,Kochi,MAHARA_DC_02,CRL_A,district,2020,2350,Summons / Appearance,2,2,1
SYN/KL/WP_C/2024/002206,Kerala,Varanasi,KERALA_DC_01,WP_C,district,2024,810,Evidence / Argument,2,1,0
SYN/OT/CRL_A/2021/002207,Punjab,Guntur,PUNJAB_DC_02,CRL_A,district,2021,2045,Evidence / Argument,1,0,1
SYN/KL/CS/2022/002208,Kerala,Bhopal,KERALA_DC_02,CS,district,2022,1554,Filing / Registration,0,0,0
SYN/OT/CS/2023/002209,Madhya Pradesh,Thane,MADHYA_DC_03,CS,district,2023,1070,Pleadings / Issues,1,2,1
SYN/AP/CS/2020/002210,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,CS,district,2020,2066,Final Arguments / Judgment,1,0,0
SYN/OT/MACA/2021/002211,Tamil Nadu,Thane,TAMIL__DC_04,MACA,district,2021,1799,Summons / Appearance,1,0,0
SYN/OT/CS/2023/002212,Chhattisgarh,Pune,CHHATT_DC_04,CS,district,2023,974,Evidence / Argument,2,1,1
SYN/OT/WP_C/2023/002213,Karnataka,Thane,KARNAT_DC_04,WP_C,district,2023,1141,Final Arguments / Judgment,0,1,1
SYN/KL/CS/2024/002214,Kerala,Pune,KERALA_DC_04,CS,district,2024,755,Pleadings / Issues,0,1,0
SYN/OT/WP_C/2023/002215,Punjab,Varanasi,PUNJAB_DC_03,WP_C,district,2023,1072,Evidence / Argument,3,0,0
SYN/DL/CS/2019/002216,Delhi,Thiruvananthapuram,DELHI_DC_04,CS,district,2019,2691,Summons / Appearance,2,1,1
SYN/MH/CS/2022/002217,Maharashtra,Delhi,MAHARA_DC_05,CS,district,2022,1654,Pleadings / Issues,2,0,0
SYN/OT/MACA/2020/002218,Bihar,Guntur,BIHAR_DC_04,MACA,district,2020,2401,Summons / Appearance,2,0,0
SYN/KL/CS/2023/002219,Kerala,Bhopal,KERALA_DC_04,CS,district,2023,1045,Final Arguments / Judgment,2,1,1
SYN/KL/CRL_A/2019/002220,Kerala,Kochi,KERALA_DC_01,CRL_A,district,2019,2435,Filing / Registration,1,0,1
SYN/OT/CS/2020/002221,Chhattisgarh,Pune,CHHATT_DC_03,CS,district,2020,2230,Summons / Appearance,1,0,1
SYN/OT/CS/2024/002222,Karnataka,Thiruvananthapuram,KARNAT_DC_02,CS,district,2024,716,Summons / Appearance,3,1,1
SYN/AP/CS/2020/002223,Andhra Pradesh,Bhopal,ANDHRA_DC_01,CS,district,2020,2270,Summons / Appearance,3,1,1
SYN/DL/WP_C/2022/002224,Delhi,Varanasi,DELHI_DC_03,WP_C,district,2022,1550,Summons / Appearance,1,3,1
SYN/OT/CS/2024/002225,Chhattisgarh,Pune,CHHATT_DC_01,CS,district,2024,898,Final Arguments / Judgment,1,0,0
SYN/AP/CS/2023/002226,Andhra Pradesh,Delhi,ANDHRA_DC_05,CS,district,2023,1097,Summons / Appearance,2,2,1
SYN/DL/CS/2021/002227,Delhi,Guntur,DELHI_DC_05,CS,district,2021,1981,Summons / Appearance,3,0,0
SYN/OT/CS/2022/002228,Haryana,Pune,HARYAN_DC_05,CS,district,2022,1384,Summons / Appearance,0,0,0
SYN/OT/BA/2019/002229,Telangana,Jaipur,TELANG_DC_03,BA,district,2019,2446,Summons / Appearance,0,0,0
SYN/AP/CS/2023/002230,Andhra Pradesh,Lucknow,ANDHRA_DC_04,CS,district,2023,1133,Final Arguments / Judgment,2,1,1
SYN/OT/BA/2022/002231,Tamil Nadu,Lucknow,TAMIL__DC_05,BA,district,2022,1347,Evidence / Argument,2,0,1
SYN/DL/CRL_A/2024/002232,Delhi,Delhi,DELHI_DC_02,CRL_A,district,2024,918,Summons / Appearance,3,0,0
SYN/OT/BA/2022/002233,Assam,Varanasi,ASSAM_DC_05,BA,district,2022,1350,Pleadings / Issues,2,0,0
SYN/OT/CS/2023/002234,Haryana,Kochi,HARYAN_DC_02,CS,district,2023,1169,Evidence / Argument,1,0,0
SYN/DL/WP_C/2024/002235,Delhi,Pune,DELHI_DC_04,WP_C,district,2024,826,Summons / Appearance,1,0,0
SYN/UP/CRL_A/2020/002236,Uttar Pradesh,Bhopal,UTTAR__DC_02,CRL_A,district,2020,2302,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2024/002237,Haryana,Varanasi,HARYAN_DC_04,CRL_A,district,2024,766,Summons / Appearance,4,1,1
SYN/MH/BA/2022/002238,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,BA,district,2022,1502,Summons / Appearance,1,2,1
SYN/OT/BA/2024/002239,Chhattisgarh,Kolkata,CHHATT_DC_02,BA,district,2024,872,Summons / Appearance,2,0,0
SYN/OT/CS/2024/002240,Rajasthan,Guntur,RAJAST_DC_05,CS,district,2024,688,Summons / Appearance,3,1,1
SYN/OT/CRL_A/2023/002241,Jharkhand,Kolkata,JHARKH_DC_01,CRL_A,district,2023,1136,Evidence / Argument,0,1,0
SYN/OT/BA/2019/002242,West Bengal,Bhopal,WEST_B_DC_01,BA,district,2019,2567,Summons / Appearance,5,1,1
SYN/OT/BA/2023/002243,Gujarat,Varanasi,GUJARA_DC_02,BA,district,2023,1310,Filing / Registration,1,0,0
SYN/MH/CRL_A/2022/002244,Maharashtra,Guntur,MAHARA_DC_02,CRL_A,district,2022,1426,Final Arguments / Judgment,2,0,0
SYN/OT/CS/2023/002245,Chhattisgarh,Vijayawada,CHHATT_DC_04,CS,district,2023,1153,Filing / Registration,1,0,0
SYN/OT/BA/2023/002246,Haryana,Thiruvananthapuram,HARYAN_DC_02,BA,district,2023,1132,Summons / Appearance,3,1,1
SYN/DL/CRL_A/2019/002247,Delhi,Kochi,DELHI_DC_01,CRL_A,district,2019,2500,Evidence / Argument,0,0,0
SYN/AP/MACA/2023/002248,Andhra Pradesh,Jaipur,ANDHRA_DC_03,MACA,district,2023,1206,Evidence / Argument,1,0,0
SYN/OT/BA/2023/002249,Odisha,Vijayawada,ODISHA_DC_01,BA,district,2023,1323,Evidence / Argument,4,0,0
SYN/KL/BA/2023/002250,Kerala,Bhopal,KERALA_DC_01,BA,district,2023,1237,Evidence / Argument,0,2,1
SYN/UP/CS/2023/002251,Uttar Pradesh,Jaipur,UTTAR__DC_04,CS,district,2023,1147,Pleadings / Issues,6,0,0
SYN/OT/CRL_A/2024/002252,Rajasthan,Pune,RAJAST_DC_02,CRL_A,district,2024,850,Summons / Appearance,5,3,1
SYN/OT/CRL_A/2022/002253,Haryana,Thiruvananthapuram,HARYAN_DC_04,CRL_A,district,2022,1348,Summons / Appearance,2,0,0
SYN/OT/CRL_A/2024/002254,Odisha,Kolkata,ODISHA_DC_01,CRL_A,district,2024,768,Evidence / Argument,4,0,1
SYN/MH/CS/2024/002255,Maharashtra,Varanasi,MAHARA_DC_03,CS,district,2024,657,Pleadings / Issues,3,0,0
SYN/UP/CS/2024/002256,Uttar Pradesh,Jaipur,UTTAR__DC_04,CS,district,2024,797,Pleadings / Issues,1,0,0
SYN/KL/BA/2023/002257,Kerala,Thane,KERALA_DC_01,BA,district,2023,1322,Evidence / Argument,1,0,0
SYN/OT/CRL_A/2021/002258,Haryana,Jaipur,HARYAN_DC_01,CRL_A,district,2021,1797,Evidence / Argument,3,0,0
SYN/DL/CS/2023/002259,Delhi,Bhopal,DELHI_DC_04,CS,district,2023,1006,Pleadings / Issues,1,0,0
SYN/OT/CS/2023/002260,West Bengal,Thane,WEST_B_DC_03,CS,district,2023,1284,Filing / Registration,1,0,0
SYN/KL/CS/2022/002261,Kerala,Delhi,KERALA_DC_04,CS,district,2022,1585,Final Arguments / Judgment,1,0,0
SYN/MH/BA/2021/002262,Maharashtra,Bhopal,MAHARA_DC_02,BA,district,2021,1905,Filing / Registration,0,2,1
SYN/UP/BA/2022/002263,Uttar Pradesh,Jaipur,UTTAR__DC_04,BA,district,2022,1490,Final Arguments / Judgment,1,1,0
SYN/OT/CRL_A/2024/002264,Rajasthan,Thiruvananthapuram,RAJAST_DC_02,CRL_A,district,2024,752,Pleadings / Issues,1,1,0
SYN/UP/CS/2021/002265,Uttar Pradesh,Lucknow,UTTAR__DC_02,CS,district,2021,1786,Filing / Registration,0,0,0
