synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_year,filing_year_bucket,case_age_days,current_stage,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,data_label,generation_source
SYN/OT/CS/2024/002200,Chhattisgarh,Delhi,CHHATT_DC_05,CS,CPC_GENERAL,district,2024,2024,805,Summons / Appearance,258,179,3,3,1,1.18,2,,SUMMONS_DELAY,HIGH,LOW,1,48.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002201,Jharkhand,Jaipur,JHARKH_DC_05,BA,BAIL_GENERAL,district,2022,2022,1339,Pleadings / Issues,106,35,0,0,0,1.1,2,,UNKNOWN,LOW,LOW,0,9.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2024/002202,Andhra Pradesh,Kolkata,ANDHRA_DC_02,BA,BAIL_GENERAL,district,2024,2024,661,Summons / Appearance,35,36,0,0,0,0.27,7,,UNKNOWN,LOW,LOW,0,4.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2022/002203,Kerala,Thane,KERALA_DC_05,WP_C,WRIT_GENERAL,district,2022,2022,1380,Summons / Appearance,377,152,5,5,0,2.73,9,,SUMMONS_DELAY,HIGH,LOW,1,59.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2020/002204,Punjab,Guntur,PUNJAB_DC_02,WP_C,WRIT_GENERAL,district,2020,2020,2360,Final Arguments / Judgment,86,24,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2020/002205,Maharashtra,Kochi,MAHARA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2350,Summons / Appearance,134,123,1,1,2,1.86,6,,JUDGE_CHANGE,MEDIUM,LOW,1,28.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2024/002206,Kerala,Varanasi,KERALA_DC_01,WP_C,WRIT_GENERAL,district,2024,2024,810,Evidence / Argument,126,39,0,0,1,0.46,2,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/002207,Punjab,Guntur,PUNJAB_DC_02,CRL_A,CRIMINAL_APPEAL,district,2021,2020,2045,Evidence / Argument,183,88,0,0,0,1.01,3,,UNKNOWN,LOW,LOW,1,13.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/002208,Kerala,Bhopal,KERALA_DC_02,CS,CPC_GENERAL,district,2022,2022,1554,Filing / Registration,18,17,0,0,0,1.5,3,,UNKNOWN,LOW,LOW,0,10.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002209,Madhya Pradesh,Thane,MADHYA_DC_03,CS,CPC_GENERAL,district,2023,2022,1070,Pleadings / Issues,175,170,1,1,2,1.4,2,,JUDGE_CHANGE,MEDIUM,LOW,1,34.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2020/002210,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,CS,CPC_GENERAL,district,2020,2020,2066,Final Arguments / Judgment,74,15,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2021/002211,Tamil Nadu,Thane,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,district,2021,2020,1799,Summons / Appearance,103,11,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002212,Chhattisgarh,Pune,CHHATT_DC_04,CS,CPC_GENERAL,district,2023,2022,974,Evidence / Argument,411,197,2,2,1,2.51,3,,WITNESS_DELAY,MEDIUM,LOW,1,45.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/002213,Karnataka,Thane,KARNAT_DC_04,WP_C,WRIT_GENERAL,district,2023,2022,1141,Final Arguments / Judgment,192,83,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,1,12.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2024/002214,Kerala,Pune,KERALA_DC_04,CS,CPC_GENERAL,district,2024,2024,755,Pleadings / Issues,97,55,0,0,1,1.13,3,,UNKNOWN,LOW,LOW,0,11.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/002215,Punjab,Varanasi,PUNJAB_DC_03,WP_C,WRIT_GENERAL,district,2023,2022,1072,Evidence / Argument,123,37,0,0,0,0.61,2,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2019/002216,Delhi,Thiruvananthapuram,DELHI_DC_04,CS,CPC_GENERAL,district,2019,2018,2691,Summons / Appearance,165,264,1,1,1,1.84,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,45.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2022/002217,Maharashtra,Delhi,MAHARA_DC_05,CS,CPC_GENERAL,district,2022,2022,1654,Pleadings / Issues,120,35,0,0,0,1.45,12,,UNKNOWN,LOW,LOW,0,11.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2020/002218,Bihar,Guntur,BIHAR_DC_04,MACA,MOTOR_ACCIDENT,district,2020,2020,2401,Summons / Appearance,87,12,0,0,0,0.7,2,,UNKNOWN,LOW,LOW,0,5.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/002219,Kerala,Bhopal,KERALA_DC_04,CS,CPC_GENERAL,district,2023,2022,1045,Final Arguments / Judgment,142,139,1,1,1,1.52,6,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2019/002220,Kerala,Kochi,KERALA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2019,2018,2435,Filing / Registration,35,211,0,0,0,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,33.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/002221,Chhattisgarh,Pune,CHHATT_DC_03,CS,CPC_GENERAL,district,2020,2020,2230,Summons / Appearance,131,90,0,0,0,0.73,4,,UNKNOWN,LOW,LOW,1,11.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002222,Karnataka,Thiruvananthapuram,KARNAT_DC_02,CS,CPC_GENERAL,district,2024,2024,716,Summons / Appearance,358,229,3,3,1,4.11,3,,SUMMONS_DELAY,HIGH,LOW,1,69.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2020/002223,Andhra Pradesh,Bhopal,ANDHRA_DC_01,CS,CPC_GENERAL,district,2020,2020,2270,Summons / Appearance,220,247,3,3,1,1.83,4,,SUMMONS_DELAY,HIGH,LOW,1,57.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2022/002224,Delhi,Varanasi,DELHI_DC_03,WP_C,WRIT_GENERAL,district,2022,2022,1550,Summons / Appearance,155,103,0,0,3,0.97,6,,JUDGE_CHANGE,MEDIUM,LOW,1,20.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002225,Chhattisgarh,Pune,CHHATT_DC_01,CS,CPC_GENERAL,district,2024,2024,898,Final Arguments / Judgment,54,29,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/002226,Andhra Pradesh,Delhi,ANDHRA_DC_05,CS,CPC_GENERAL,district,2023,2022,1097,Summons / Appearance,191,331,1,1,2,1.24,13,,JUDGE_CHANGE,MEDIUM,LOW,1,44.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2021/002227,Delhi,Guntur,DELHI_DC_05,CS,CPC_GENERAL,district,2021,2020,1981,Summons / Appearance,63,18,0,0,0,0.5,2,,UNKNOWN,LOW,LOW,0,4.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/002228,Haryana,Pune,HARYAN_DC_05,CS,CPC_GENERAL,district,2022,2022,1384,Summons / Appearance,51,42,0,0,0,0.42,4,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2019/002229,Telangana,Jaipur,TELANG_DC_03,BA,BAIL_GENERAL,district,2019,2018,2446,Summons / Appearance,69,23,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/002230,Andhra Pradesh,Lucknow,ANDHRA_DC_04,CS,CPC_GENERAL,district,2023,2022,1133,Final Arguments / Judgment,165,175,1,1,1,1.37,6,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002231,Tamil Nadu,Lucknow,TAMIL__DC_05,BA,BAIL_GENERAL,district,2022,2022,1347,Evidence / Argument,308,193,2,2,0,2.03,4,,WITNESS_DELAY,MEDIUM,LOW,1,42.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2024/002232,Delhi,Delhi,DELHI_DC_02,CRL_A,CRIMINAL_APPEAL,district,2024,2024,918,Summons / Appearance,31,32,0,0,0,0.32,2,,UNKNOWN,LOW,LOW,0,4.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/002233,Assam,Varanasi,ASSAM_DC_05,BA,BAIL_GENERAL,district,2022,2022,1350,Pleadings / Issues,126,24,0,0,0,1.13,2,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002234,Haryana,Kochi,HARYAN_DC_02,CS,CPC_GENERAL,district,2023,2022,1169,Evidence / Argument,66,36,0,0,0,0.26,4,,UNKNOWN,LOW,LOW,0,4.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2024/002235,Delhi,Pune,DELHI_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,826,Summons / Appearance,46,30,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CRL_A/2020/002236,Uttar Pradesh,Bhopal,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2302,Pleadings / Issues,156,36,0,0,0,1.86,3,,UNKNOWN,LOW,LOW,0,14.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002237,Haryana,Varanasi,HARYAN_DC_04,CRL_A,CRIMINAL_APPEAL,district,2024,2024,766,Summons / Appearance,316,172,4,4,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,48.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2022/002238,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,BA,BAIL_GENERAL,district,2022,2022,1502,Summons / Appearance,76,137,0,0,2,0.79,19,73.68,JUDGE_CHANGE,MEDIUM,HIGH,1,31.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/002239,Chhattisgarh,Kolkata,CHHATT_DC_02,BA,BAIL_GENERAL,district,2024,2024,872,Summons / Appearance,74,0,0,0,0,1.03,2,,UNKNOWN,LOW,LOW,0,6.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/002240,Rajasthan,Guntur,RAJAST_DC_05,CS,CPC_GENERAL,district,2024,2024,688,Summons / Appearance,348,356,3,3,1,4.0,3,,SUMMONS_DELAY,HIGH,LOW,1,75.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/002241,Jharkhand,Kolkata,JHARKH_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1136,Evidence / Argument,179,7,0,0,1,1.22,2,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2019/002242,West Bengal,Bhopal,WEST_B_DC_01,BA,BAIL_GENERAL,district,2019,2018,2567,Summons / Appearance,156,176,5,5,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,50.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002243,Gujarat,Varanasi,GUJARA_DC_02,BA,BAIL_GENERAL,district,2023,2022,1310,Filing / Registration,21,22,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2022/002244,Maharashtra,Guntur,MAHARA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1426,Final Arguments / Judgment,41,31,0,0,0,0.8,2,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002245,Chhattisgarh,Vijayawada,CHHATT_DC_04,CS,CPC_GENERAL,district,2023,2022,1153,Filing / Registration,10,36,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002246,Haryana,Thiruvananthapuram,HARYAN_DC_02,BA,BAIL_GENERAL,district,2023,2022,1132,Summons / Appearance,222,145,0,0,1,1.69,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2019/002247,Delhi,Kochi,DELHI_DC_01,CRL_A,CRIMINAL_APPEAL,district,2019,2018,2500,Evidence / Argument,75,36,0,0,0,0.79,2,,UNKNOWN,LOW,LOW,0,7.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/MACA/2023/002248,Andhra Pradesh,Jaipur,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,district,2023,2022,1206,Evidence / Argument,50,17,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/002249,Odisha,Vijayawada,ODISHA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1323,Evidence / Argument,191,14,0,0,0,0.95,3,,UNKNOWN,LOW,LOW,0,6.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2023/002250,Kerala,Bhopal,KERALA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1237,Evidence / Argument,366,291,0,0,2,2.73,9,,JUDGE_CHANGE,MEDIUM,LOW,1,50.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2023/002251,Uttar Pradesh,Jaipur,UTTAR__DC_04,CS,CPC_GENERAL,district,2023,2022,1147,Pleadings / Issues,149,22,0,0,0,1.59,10,,UNKNOWN,LOW,LOW,0,11.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002252,Rajasthan,Pune,RAJAST_DC_02,CRL_A,CRIMINAL_APPEAL,district,2024,2024,850,Summons / Appearance,357,180,5,5,3,1.05,2,,SUMMONS_DELAY,HIGH,LOW,1,51.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/002253,Haryana,Thiruvananthapuram,HARYAN_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1348,Summons / Appearance,73,7,0,0,0,1.0,5,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002254,Odisha,Kolkata,ODISHA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,768,Evidence / Argument,283,318,0,0,0,1.25,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,42.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2024/002255,Maharashtra,Varanasi,MAHARA_DC_03,CS,CPC_GENERAL,district,2024,2024,657,Pleadings / Issues,136,46,0,0,0,1.0,7,,UNKNOWN,LOW,LOW,0,9.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2024/002256,Uttar Pradesh,Jaipur,UTTAR__DC_04,CS,CPC_GENERAL,district,2024,2024,797,Pleadings / Issues,210,0,0,0,0,1.75,6,,UNKNOWN,LOW,LOW,0,10.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2023/002257,Kerala,Thane,KERALA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1322,Evidence / Argument,69,41,0,0,0,0.51,9,,UNKNOWN,LOW,LOW,0,6.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/002258,Haryana,Jaipur,HARYAN_DC_01,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1797,Evidence / Argument,197,20,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2023/002259,Delhi,Bhopal,DELHI_DC_04,CS,CPC_GENERAL,district,2023,2022,1006,Pleadings / Issues,35,13,0,0,0,0.32,7,,UNKNOWN,LOW,LOW,0,3.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002260,West Bengal,Thane,WEST_B_DC_03,CS,CPC_GENERAL,district,2023,2022,1284,Filing / Registration,7,38,0,0,0,0.74,2,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/002261,Kerala,Delhi,KERALA_DC_04,CS,CPC_GENERAL,district,2022,2022,1585,Final Arguments / Judgment,66,29,0,0,0,0.71,6,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2021/002262,Maharashtra,Bhopal,MAHARA_DC_02,BA,BAIL_GENERAL,district,2021,2020,1905,Filing / Registration,56,223,0,0,2,2.43,5,,JUDGE_CHANGE,MEDIUM,LOW,1,43.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2022/002263,Uttar Pradesh,Jaipur,UTTAR__DC_04,BA,BAIL_GENERAL,district,2022,2022,1490,Final Arguments / Judgment,34,15,0,0,1,0.37,4,,UNKNOWN,LOW,LOW,0,3.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002264,Rajasthan,Thiruvananthapuram,RAJAST_DC_02,CRL_A,CRIMINAL_APPEAL,district,2024,2024,752,Pleadings / Issues,142,20,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2021/002265,Uttar Pradesh,Lucknow,UTTAR__DC_02,CS,CPC_GENERAL,district,2021,2020,1786,Filing / Registration,14,14,0,0,0,0.61,3,,UNKNOWN,LOW,LOW,0,4.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2023/002266,Kerala,Lucknow,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1250,Evidence / Argument,188,17,0,0,0,1.0,5,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2021/002267,Maharashtra,Varanasi,MAHARA_DC_01,MACA,MOTOR_ACCIDENT,district,2021,2020,1725,Final Arguments / Judgment,64,25,0,0,0,0.58,2,,UNKNOWN,LOW,LOW,0,5.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/002268,Karnataka,Guntur,KARNAT_DC_03,CS,CPC_GENERAL,district,2021,2020,1886,Summons / Appearance,51,33,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/002269,Madhya Pradesh,Pune,MADHYA_DC_02,CS,CPC_GENERAL,district,2023,2022,1294,Evidence / Argument,172,46,0,0,0,0.67,2,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2021/002270,Uttar Pradesh,Guntur,UTTAR__DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1762,Filing / Registration,14,26,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2024/002271,Andhra Pradesh,Lucknow,ANDHRA_DC_01,BA,BAIL_GENERAL,district,2024,2024,953,Summons / Appearance,32,37,0,0,0,0.17,4,,UNKNOWN,LOW,LOW,0,4.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2021/002272,Kerala,Thane,KERALA_DC_03,WP_C,WRIT_GENERAL,district,2021,2020,1739,Evidence / Argument,248,180,1,1,1,1.65,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,36.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CRL_A/2018/002273,Uttar Pradesh,Lucknow,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,district,2018,2018,2897,Summons / Appearance,398,125,3,3,0,1.14,3,,SUMMONS_DELAY,HIGH,LOW,1,43.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2023/002274,Uttar Pradesh,Vijayawada,UTTAR__DC_04,BA,BAIL_GENERAL,district,2023,2022,976,Final Arguments / Judgment,143,121,0,0,2,1.54,4,,JUDGE_CHANGE,MEDIUM,LOW,1,29.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2024/002275,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_02,BA,BAIL_GENERAL,district,2024,2024,707,Final Arguments / Judgment,94,7,0,0,0,1.16,2,,UNKNOWN,LOW,LOW,0,7.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2019/002276,Kerala,Delhi,KERALA_DC_03,BA,BAIL_GENERAL,district,2019,2018,2688,Pleadings / Issues,96,27,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2019/002277,Uttar Pradesh,Thane,UTTAR__DC_05,BA,BAIL_GENERAL,district,2019,2018,2607,Evidence / Argument,90,0,0,0,1,0.43,3,,UNKNOWN,LOW,LOW,0,2.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2018/002278,Delhi,Kochi,DELHI_DC_01,CRL_A,CRIMINAL_APPEAL,district,2018,2018,3092,Evidence / Argument,116,15,0,0,0,1.21,2,,UNKNOWN,LOW,LOW,0,8.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/002279,Madhya Pradesh,Kolkata,MADHYA_DC_02,BA,BAIL_GENERAL,district,2024,2024,768,Evidence / Argument,231,49,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,10.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/MACA/2024/002280,Maharashtra,Kolkata,MAHARA_DC_02,MACA,MOTOR_ACCIDENT,district,2024,2024,665,Pleadings / Issues,91,7,0,0,0,0.75,2,,UNKNOWN,LOW,LOW,0,5.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2020/002281,Delhi,Kolkata,DELHI_DC_01,WP_C,WRIT_GENERAL,district,2020,2020,2301,Pleadings / Issues,100,48,0,0,1,1.01,2,,UNKNOWN,LOW,LOW,0,10.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2023/002282,Uttar Pradesh,Bhopal,UTTAR__DC_04,WP_C,WRIT_GENERAL,district,2023,2022,1283,Summons / Appearance,396,277,4,4,0,3.37,14,,SUMMONS_DELAY,HIGH,LOW,1,71.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/002283,Bihar,Vijayawada,BIHAR_DC_05,CRL_A,CRIMINAL_APPEAL,district,2024,2024,832,Summons / Appearance,99,27,0,0,0,0.53,2,,UNKNOWN,LOW,LOW,0,5.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/002284,Madhya Pradesh,Bhopal,MADHYA_DC_03,CS,CPC_GENERAL,district,2022,2022,1419,Evidence / Argument,193,26,0,0,1,1.24,2,,UNKNOWN,LOW,LOW,0,9.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2022/002285,Kerala,Jaipur,KERALA_DC_05,BA,BAIL_GENERAL,district,2022,2022,1582,Evidence / Argument,418,221,1,1,0,2.07,10,,WITNESS_DELAY,MEDIUM,LOW,1,42.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2021/002286,Kerala,Guntur,KERALA_DC_05,WP_C,WRIT_GENERAL,district,2021,2020,1894,Summons / Appearance,63,14,0,0,0,0.32,5,,UNKNOWN,LOW,LOW,0,3.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2018/002287,Kerala,Jaipur,KERALA_DC_05,BA,BAIL_GENERAL,district,2018,2018,2837,Evidence / Argument,502,137,0,0,1,1.4,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,29.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2022/002288,Andhra Pradesh,Lucknow,ANDHRA_DC_05,CS,CPC_GENERAL,district,2022,2022,1453,Evidence / Argument,449,186,2,2,0,2.28,7,,WITNESS_DELAY,MEDIUM,LOW,1,43.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2021/002289,Telangana,Lucknow,TELANG_DC_01,BA,BAIL_GENERAL,district,2021,2020,1988,Pleadings / Issues,120,29,0,0,1,0.97,2,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/002290,Gujarat,Thiruvananthapuram,GUJARA_DC_02,BA,BAIL_GENERAL,district,2024,2024,673,Filing / Registration,12,28,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2018/002291,Karnataka,Bhopal,KARNAT_DC_02,CRL_A,CRIMINAL_APPEAL,district,2018,2018,2976,Final Arguments / Judgment,63,35,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2022/002292,Kerala,Vijayawada,KERALA_DC_02,BA,BAIL_GENERAL,district,2022,2022,1559,Filing / Registration,22,58,0,0,0,1.52,6,,UNKNOWN,LOW,LOW,0,14.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
